Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78351,2015,1,30.2,16.9,23.3,77.0,22.2
78351,2015,2,29.9,15.7,22.7,70.0,4.0
78351,2015,3,32.0,19.2,25.6,68.0,52.2
78351,2015,4,32.3,21.3,26.7,73.0,9.7
78351,2015,5,31.5,21.1,25.7,80.0,150.6
78351,2015,6,31.9,21.9,26.6,84.0,95.4
78351,2015,7,33.6,22.2,27.6,78.0,33.1
78351,2015,8,33.7,22.5,27.6,79.0,209.0
78351,2015,9,32.9,23.0,27.5,81.0,22.4
78351,2015,10,32.2,22.1,26.5,82.0,104.3
78351,2015,11,30.9,21.0,25.4,83.0,119.3
78351,2015,12,30.8,20.0,24.9,81.0,42.8
