Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78371,2006,1,24.6,13.0,18.7,78.0,38.8
78371,2006,2,24.6,13.4,18.9,80.0,38.0
78371,2006,3,26.3,13.1,19.3,74.0,13.0
78371,2006,4,26.4,15.0,20.4,78.0,258.0
78371,2006,5,27.9,15.7,21.7,77.0,212.9
78371,2006,6,27.7,18.5,22.7,83.0,283.5
78371,2006,7,28.4,18.1,22.9,82.0,291.0
78371,2006,8,28.7,18.1,23.1,82.0,328.4
78371,2006,9,29.0,18.4,23.0,85.0,287.7
78371,2006,10,27.6,18.7,22.7,85.0,247.1
78371,2006,11,25.3,17.4,20.9,87.0,303.5
78371,2006,12,25.5,17.1,21.0,85.0,139.9
