Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78365,1998,1,27.7,22.8,25.5,78.0,127.8
78365,1998,2,26.9,20.6,24.0,77.0,97.5
78365,1998,3,27.3,23.0,24.8,80.0,327.8
78365,1998,4,28.1,24.1,25.7,78.0,17.3
78365,1998,5,30.2,24.3,26.9,78.0,10.5
78365,1998,6,31.5,26.6,28.7,80.0,64.5
78365,1998,7,31.9,26.9,29.2,77.0,73.9
78365,1998,8,31.7,26.6,28.9,80.0,224.7
78365,1998,9,31.1,25.4,28.3,79.0,231.6
78365,1998,10,30.1,25.9,27.9,77.0,866.9
78365,1998,11,28.8,24.8,26.8,78.0,167.8
78365,1998,12,27.6,24.0,25.9,79.0,61.6
