Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78333,2020,1,28.4,17.5,23.0,75.0,2.6
78333,2020,2,29.0,18.8,23.9,74.0,14.8
78333,2020,3,29.0,18.1,23.9,70.0,2.0
78333,2020,4,31.5,22.6,27.1,75.0,11.9
78333,2020,5,30.7,22.9,26.7,79.0,410.7
78333,2020,6,31.8,23.9,27.6,80.0,56.0
78333,2020,7,32.4,23.5,27.5,80.0,180.8
78333,2020,8,32.5,24.3,28.3,78.0,33.4
78333,2020,9,31.8,23.7,27.3,82.0,141.2
78333,2020,10,31.0,23.5,26.6,86.0,409.1
78333,2020,11,29.4,21.7,25.1,83.0,107.9
78333,2020,12,27.5,17.5,22.3,80.0,2.2
