Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78346,2017,1,29.3,17.0,22.7,73.0,15.3
78346,2017,2,30.9,17.5,23.6,73.0,27.8
78346,2017,3,29.8,17.6,23.2,70.0,43.1
78346,2017,4,32.0,19.6,25.4,69.0,29.3
78346,2017,5,32.5,20.5,26.2,73.0,202.1
78346,2017,6,32.9,23.0,27.4,76.0,84.2
78346,2017,7,34.2,23.1,27.6,76.0,92.1
78346,2017,8,34.0,22.9,27.6,79.0,189.7
78346,2017,9,32.6,22.9,27.0,83.0,557.0
78346,2017,10,31.3,22.2,25.9,83.0,144.0
78346,2017,11,29.3,20.6,24.5,85.0,49.7
78346,2017,12,28.2,18.4,23.1,79.0,50.0
