Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78355,1990,1,29.6,20.1,23.6,79.0,11.7
78355,1990,2,29.5,19.3,23.4,75.0,27.4
78355,1990,3,29.3,19.7,23.5,74.0,136.8
78355,1990,4,29.9,20.2,24.0,74.0,44.7
78355,1990,5,31.9,21.8,25.9,74.0,139.9
78355,1990,6,32.2,22.3,26.2,77.0,149.0
78355,1990,7,32.9,22.5,26.7,77.0,121.5
78355,1990,8,33.9,22.7,26.8,78.0,215.5
78355,1990,9,32.8,23.1,26.6,81.0,119.2
78355,1990,10,30.6,22.5,25.5,83.0,96.5
78355,1990,11,29.1,20.9,24.0,81.0,53.9
78355,1990,12,27.9,19.1,22.6,81.0,13.1
