Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78339,1995,1,26.2,20.4,22.1,75.0,43.7
78339,1995,2,26.2,20.5,22.2,72.0,69.9
78339,1995,3,27.4,20.9,23.6,73.0,23.3
78339,1995,4,29.3,22.9,25.8,72.0,65.1
78339,1995,5,30.8,23.5,26.3,78.0,250.0
78339,1995,6,31.0,24.6,26.9,82.0,379.1
78339,1995,7,31.4,24.9,27.2,80.0,246.3
78339,1995,8,31.5,24.9,26.6,85.0,353.6
78339,1995,9,32.1,24.9,26.9,83.0,182.9
78339,1995,10,30.9,25.0,26.2,84.0,241.4
78339,1995,11,28.0,23.7,24.3,82.0,16.2
78339,1995,12,25.9,21.9,22.7,83.0,59.8
