Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78325,2000,1,26.2,17.9,21.6,75.0,18.6
78325,2000,2,26.4,18.3,22.0,77.0,16.4
78325,2000,3,28.5,20.1,23.9,71.0,9.7
78325,2000,4,28.3,21.1,24.4,71.0,71.5
78325,2000,5,30.3,22.9,26.3,71.0,24.5
78325,2000,6,31.6,23.7,26.7,78.0,150.7
78325,2000,7,31.7,24.9,27.9,77.0,108.8
78325,2000,8,32.4,24.0,27.7,78.0,230.9
78325,2000,9,31.1,23.9,27.1,84.0,289.0
78325,2000,10,28.6,22.4,25.4,75.0,238.4
78325,2000,11,28.2,20.4,23.9,75.0,45.6
78325,2000,12,25.2,20.2,22.4,79.0,302.2
