Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78357,2010,1,28.1,18.4,22.4,74.0,21.3
78357,2010,2,28.5,18.3,22.5,74.0,42.5
78357,2010,3,29.6,18.9,23.2,72.0,14.3
78357,2010,4,31.1,21.0,25.1,73.0,34.3
78357,2010,5,32.6,22.9,26.7,79.0,121.7
78357,2010,6,33.6,23.6,27.5,79.0,141.4
78357,2010,7,32.4,23.2,26.9,82.0,157.4
78357,2010,8,33.2,23.3,27.2,81.0,103.8
78357,2010,9,31.7,23.0,26.4,84.0,204.9
78357,2010,10,29.7,22.4,25.4,87.0,124.6
78357,2010,11,28.2,20.0,23.6,79.0,4.6
78357,2010,12,25.7,16.4,20.5,74.0,4.1
