Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78339,1997,1,25.6,20.6,22.1,81.0,143.5
78339,1997,2,27.0,22.8,24.1,76.0,7.8
78339,1997,3,28.0,22.2,24.7,74.0,25.2
78339,1997,4,29.0,22.1,25.4,68.0,50.5
78339,1997,5,30.3,24.2,26.9,74.0,115.7
78339,1997,6,30.4,24.6,26.7,82.0,299.9
78339,1997,7,31.8,25.7,27.5,78.0,153.8
78339,1997,8,32.2,25.8,27.3,79.0,133.6
78339,1997,9,31.4,24.3,27.1,81.0,113.4
78339,1997,10,29.2,24.8,25.4,83.0,116.2
78339,1997,11,28.3,23.6,25.3,83.0,66.3
78339,1997,12,26.7,22.0,23.4,81.0,50.4
