Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78360,2007,1,29.2,21.0,25.1,76.0,17.7
78360,2007,2,29.2,22.2,25.7,74.0,13.4
78360,2007,3,29.3,21.8,25.3,76.0,159.2
78360,2007,4,29.6,22.8,26.4,73.0,23.4
78360,2007,5,30.3,23.2,26.9,79.0,259.4
78360,2007,6,31.0,24.8,28.1,78.0,114.3
78360,2007,7,32.2,24.8,28.9,75.0,56.2
78360,2007,8,32.2,24.8,28.6,77.0,42.9
78360,2007,9,31.7,24.6,28.1,79.0,80.2
78360,2007,10,30.0,24.0,27.3,83.0,445.0
78360,2007,11,29.1,22.0,25.1,80.0,202.5
78360,2007,12,29.1,21.0,24.7,78.0,88.9
