Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78325,1998,1,26.2,17.6,21.5,82.0,5.1
78325,1998,2,26.8,16.3,21.1,80.0,13.1
78325,1998,3,26.1,16.6,21.0,76.0,13.9
78325,1998,4,29.7,17.9,23.4,71.0,4.5
78325,1998,5,31.2,20.3,25.2,77.0,49.2
78325,1998,6,32.6,22.6,27.0,80.0,62.3
78325,1998,7,32.2,22.7,26.7,83.0,218.4
78325,1998,8,32.3,22.7,26.7,83.0,93.1
78325,1998,9,31.1,23.2,26.4,85.0,121.0
78325,1998,10,30.5,22.3,25.6,81.0,81.6
78325,1998,11,28.5,19.9,23.6,82.0,61.3
78325,1998,12,27.7,18.6,22.5,79.0,18.8
