Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78369,2013,1,30.1,24.0,25.8,75.0,27.0
78369,2013,2,31.5,22.3,25.1,77.0,67.6
78369,2013,3,28.6,21.9,24.7,69.0,22.1
78369,2013,4,29.8,24.3,26.8,74.0,18.5
78369,2013,5,30.4,24.8,27.3,74.0,126.1
78369,2013,6,32.1,25.6,28.4,75.0,6.3
78369,2013,7,31.9,25.7,28.9,73.0,5.2
78369,2013,8,32.1,27.1,29.2,73.0,5.3
78369,2013,9,32.5,26.2,28.8,75.0,31.2
78369,2013,10,31.9,25.3,28.2,76.0,131.4
78369,2013,11,30.7,26.0,28.0,73.0,69.8
78369,2013,12,29.8,25.1,27.1,71.0,22.2
