Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78355,1994,1,27.8,19.1,22.9,79.0,72.0
78355,1994,2,30.2,19.5,23.9,76.0,21.5
78355,1994,3,30.4,19.2,23.9,71.0,70.8
78355,1994,4,30.9,20.6,24.7,74.0,227.9
78355,1994,5,31.4,21.7,25.5,80.0,428.3
78355,1994,6,32.4,23.0,26.8,78.0,122.5
78355,1994,7,32.3,22.8,26.7,75.0,139.6
78355,1994,8,32.6,22.9,26.6,79.0,235.2
78355,1994,9,32.4,22.7,26.4,80.0,251.0
78355,1994,10,30.8,22.0,25.4,81.0,54.1
78355,1994,11,29.5,21.6,24.7,83.0,37.7
78355,1994,12,28.4,19.0,23.0,79.0,37.1
