Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78333,1993,1,28.2,18.7,23.1,78.0,
78333,1993,2,27.0,15.7,21.3,76.0,
78333,1993,3,27.9,17.2,22.6,74.0,
78333,1993,4,29.4,18.8,24.0,72.0,
78333,1993,5,29.7,20.5,25.0,76.0,
78333,1993,6,31.1,22.6,26.8,79.0,
78333,1993,7,32.0,22.2,27.2,77.0,
78333,1993,8,32.7,22.2,27.3,76.0,
78333,1993,9,31.7,22.2,26.6,81.0,
78333,1993,10,30.9,22.2,26.2,83.0,
78333,1993,11,30.2,21.1,24.9,81.0,
78333,1993,12,28.3,17.1,22.3,80.0,
