Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78344,1998,1,27.7,18.6,22.5,78.0,111.7
78344,1998,2,28.5,17.7,22.6,72.0,73.8
78344,1998,3,27.9,17.7,22.3,73.0,145.6
78344,1998,4,30.0,18.9,24.2,69.0,59.8
78344,1998,5,32.2,21.8,26.3,73.0,30.7
78344,1998,6,34.5,23.5,27.8,74.0,109.8
78344,1998,7,33.9,23.3,27.5,77.0,182.0
78344,1998,8,33.5,23.5,27.2,80.0,158.7
78344,1998,9,32.1,23.5,26.9,81.0,239.0
78344,1998,10,,22.5,26.0,80.0,77.0
78344,1998,11,30.2,20.6,24.4,78.0,57.6
78344,1998,12,29.2,19.6,23.4,78.0,12.1
