Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78357,1999,1,29.6,20.2,23.7,79.0,43.9
78357,1999,2,28.3,18.1,22.3,71.0,102.2
78357,1999,3,30.0,18.9,23.6,70.0,18.6
78357,1999,4,33.2,20.2,25.9,70.0,68.1
78357,1999,5,32.2,20.9,25.7,75.0,150.6
78357,1999,6,32.3,22.3,26.2,81.0,169.7
78357,1999,7,33.7,23.1,27.2,76.0,60.9
78357,1999,8,34.2,23.0,27.2,77.0,90.0
78357,1999,9,33.8,23.1,27.1,79.0,87.2
78357,1999,10,31.5,22.8,26.1,82.0,127.5
78357,1999,11,28.2,20.9,23.7,84.0,120.8
78357,1999,12,27.9,18.1,22.3,73.0,0.5
