Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78330,2017,1,29.5,15.8,22.0,76.0,30.6
78330,2017,2,30.8,16.8,23.3,75.0,30.2
78330,2017,3,30.1,16.2,22.8,69.0,16.6
78330,2017,4,32.4,19.4,25.2,70.0,160.2
78330,2017,5,32.8,21.3,26.5,75.0,226.4
78330,2017,6,32.9,23.2,27.3,81.0,175.1
78330,2017,7,34.0,23.0,27.5,81.0,210.0
78330,2017,8,34.3,23.1,27.8,81.0,235.2
78330,2017,9,32.7,23.0,27.1,85.0,365.2
78330,2017,10,31.1,21.3,25.8,84.0,159.6
78330,2017,11,29.3,18.8,23.8,84.0,73.5
78330,2017,12,28.0,16.0,22.0,83.0,28.4
