Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78365,1994,1,27.2,22.7,25.1,78.0,96.7
78365,1994,2,27.9,22.8,25.5,78.0,83.3
78365,1994,3,28.4,22.9,25.5,74.0,11.5
78365,1994,4,29.3,24.1,26.3,75.0,27.4
78365,1994,5,30.5,23.7,26.7,81.0,89.8
78365,1994,6,31.0,26.3,28.5,78.0,37.4
78365,1994,7,30.3,26.6,28.3,80.0,50.5
78365,1994,8,31.0,26.6,28.6,80.0,38.2
78365,1994,9,31.0,25.6,28.1,81.0,131.0
78365,1994,10,30.5,24.8,27.5,77.0,97.2
78365,1994,11,29.5,24.7,27.0,79.0,142.5
78365,1994,12,28.1,22.6,25.3,76.0,57.9
