Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78351,2009,1,27.2,15.8,20.9,75.0,5.7
78351,2009,2,27.4,14.3,20.4,65.0,0.8
78351,2009,3,29.1,17.1,22.9,71.0,35.4
78351,2009,4,30.6,20.5,25.4,74.0,24.8
78351,2009,5,30.5,21.4,25.8,80.0,262.7
78351,2009,6,31.0,22.2,26.8,81.0,87.8
78351,2009,7,33.1,23.7,28.1,80.0,37.8
78351,2009,8,,23.2,27.7,81.0,120.4
78351,2009,9,,22.9,27.1,83.0,79.4
78351,2009,10,32.1,22.4,26.7,83.0,114.5
78351,2009,11,30.9,19.5,24.7,80.0,33.6
78351,2009,12,30.7,19.6,24.8,79.0,97.5
