Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78321,2001,1,24.9,14.2,19.5,73.0,8.1
78321,2001,2,28.9,20.2,24.0,77.0,13.5
78321,2001,3,29.6,18.4,23.7,68.0,1.8
78321,2001,4,30.5,21.8,25.6,70.0,154.3
78321,2001,5,29.5,22.5,25.8,74.0,132.5
78321,2001,6,32.4,24.1,28.0,75.0,16.2
78321,2001,7,32.3,23.6,27.6,78.0,118.1
78321,2001,8,32.4,24.3,28.0,78.0,84.6
78321,2001,9,30.9,22.6,26.4,85.0,415.3
78321,2001,10,29.6,23.7,26.5,82.0,185.0
78321,2001,11,26.8,19.6,23.1,78.0,250.0
78321,2001,12,27.4,20.9,23.7,80.0,22.0
