Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78328,2009,1,26.7,16.1,21.0,73.0,15.3
78328,2009,2,25.4,17.3,20.8,70.0,19.2
78328,2009,3,27.7,20.4,22.7,67.0,1.0
78328,2009,4,30.8,22.6,25.4,69.0,3.3
78328,2009,5,32.1,23.9,26.7,72.0,53.9
78328,2009,6,31.5,24.9,28.0,73.0,77.4
78328,2009,7,33.3,26.4,29.6,72.0,133.1
78328,2009,8,33.4,26.8,29.3,73.0,136.4
78328,2009,9,32.5,26.3,29.0,73.0,85.6
78328,2009,10,30.8,25.8,28.2,72.0,31.9
78328,2009,11,27.8,23.1,25.6,71.0,38.0
78328,2009,12,27.0,22.4,24.6,76.0,19.8
