Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78315,2004,1,26.6,16.3,20.9,76.0,118.2
78315,2004,2,27.4,18.3,22.4,77.0,46.0
78315,2004,3,29.0,18.0,22.9,70.0,45.8
78315,2004,4,30.5,19.2,24.3,69.0,25.1
78315,2004,5,32.6,22.2,26.7,69.0,2.2
78315,2004,6,33.8,23.7,27.6,74.0,107.7
78315,2004,7,32.3,23.1,26.5,81.0,425.6
78315,2004,8,32.8,23.6,27.1,81.0,247.0
78315,2004,9,32.2,23.3,26.9,81.0,423.8
78315,2004,10,30.7,22.1,25.7,81.0,85.7
78315,2004,11,29.5,18.9,23.6,75.0,5.3
78315,2004,12,27.3,16.5,21.2,77.0,18.4
