Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78339,1991,1,30.6,20.0,24.1,79.0,9.1
78339,1991,2,29.8,16.6,22.6,74.0,19.2
78339,1991,3,32.0,19.4,24.7,70.0,14.4
78339,1991,4,32.6,21.5,25.8,73.0,168.8
78339,1991,5,32.0,22.4,26.2,79.0,146.6
78339,1991,6,32.4,22.6,26.4,82.0,313.7
78339,1991,7,33.6,23.3,27.6,80.0,186.7
78339,1991,8,33.3,23.0,27.1,79.0,190.2
78339,1991,9,32.2,22.7,26.3,83.0,148.6
78339,1991,10,31.2,22.1,25.5,84.0,131.2
78339,1991,11,28.8,21.0,24.0,85.0,34.9
78339,1991,12,28.3,19.2,22.9,80.0,4.8
