Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78323,1997,1,27.1,13.6,20.2,81.0,
78323,1997,2,30.2,16.4,22.9,77.0,
78323,1997,3,31.4,17.4,23.9,73.0,
78323,1997,4,32.2,18.7,24.9,69.0,
78323,1997,5,33.5,21.0,26.6,75.0,
78323,1997,6,32.0,22.4,26.4,83.0,
78323,1997,7,33.9,21.7,27.1,79.0,
78323,1997,8,34.0,22.0,27.2,81.0,
78323,1997,9,32.8,22.0,26.5,83.0,
78323,1997,10,31.0,19.4,24.6,82.0,
78323,1997,11,29.6,20.6,24.3,82.0,
78323,1997,12,27.6,16.8,21.7,81.0,
