Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78372,1994,1,28.4,20.2,23.6,79.0,72.7
78372,1994,2,30.0,20.5,24.2,76.0,73.7
78372,1994,3,30.1,20.0,24.3,73.0,32.8
78372,1994,4,31.2,21.3,25.4,72.0,132.0
78372,1994,5,30.6,21.4,25.0,83.0,201.7
78372,1994,6,32.7,23.5,27.2,77.0,124.4
78372,1994,7,33.2,23.8,27.6,74.0,21.0
78372,1994,8,33.6,23.7,27.6,76.0,91.4
78372,1994,9,33.0,23.5,27.1,80.0,189.4
78372,1994,10,31.2,22.4,25.8,82.0,87.6
78372,1994,11,30.0,22.2,25.3,83.0,92.2
78372,1994,12,28.6,19.7,23.3,78.0,15.5
