Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78343,1993,1,28.0,18.3,22.6,80.0,6.6
78343,1993,2,27.0,15.5,20.6,76.0,119.0
78343,1993,3,28.2,17.3,21.8,76.0,48.3
78343,1993,4,28.8,18.2,22.7,74.0,50.8
78343,1993,5,29.7,20.2,24.2,79.0,83.4
78343,1993,6,31.7,22.6,26.2,81.0,42.8
78343,1993,7,32.7,22.3,26.8,78.0,112.4
78343,1993,8,33.0,22.1,26.7,78.0,71.8
78343,1993,9,32.0,22.1,25.8,83.0,156.2
78343,1993,10,30.7,21.7,25.3,84.0,130.6
78343,1993,11,29.1,20.8,24.2,81.0,17.9
78343,1993,12,27.4,17.7,21.8,79.0,11.0
