Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78360,2022,1,29.0,20.4,24.6,75.0,29.4
78360,2022,2,29.4,21.0,25.2,79.0,51.4
78360,2022,3,30.2,22.3,26.2,73.0,19.5
78360,2022,4,29.8,22.7,26.2,75.0,173.5
78360,2022,5,,23.8,27.1,77.0,162.2
78360,2022,6,31.4,24.5,28.0,76.0,57.2
78360,2022,7,32.1,24.4,28.4,74.0,21.3
78360,2022,8,32.5,24.8,28.6,76.0,81.4
78360,2022,9,31.9,24.7,28.1,79.0,217.0
78360,2022,10,31.5,23.6,27.1,82.0,85.5
78360,2022,11,31.3,22.6,26.6,80.0,26.2
78360,2022,12,31.2,20.7,25.4,71.0,1.0
