Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78343,2000,1,26.1,14.9,20.2,81.0,58.0
78343,2000,2,27.6,,21.0,78.0,7.6
78343,2000,3,29.7,15.8,22.5,71.0,34.3
78343,2000,4,30.7,18.1,23.8,73.0,86.6
78343,2000,5,32.2,20.4,25.4,71.0,79.6
78343,2000,6,31.6,22.1,25.9,80.0,184.4
78343,2000,7,33.3,21.8,26.7,77.0,260.0
78343,2000,8,32.2,21.4,26.1,81.0,162.9
78343,2000,9,32.8,21.3,26.3,81.0,128.6
78343,2000,10,29.5,18.7,23.9,78.0,158.4
78343,2000,11,29.5,16.8,22.9,76.0,79.1
78343,2000,12,26.0,17.1,21.9,83.0,189.8
