Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78355,1996,1,27.1,17.9,21.9,76.0,49.1
78355,1996,2,28.0,17.4,21.9,72.0,0.5
78355,1996,3,29.1,18.4,22.9,69.0,41.6
78355,1996,4,31.5,19.9,24.9,68.0,53.3
78355,1996,5,31.1,21.7,25.5,78.0,322.8
78355,1996,6,31.9,22.4,26.2,80.0,234.2
78355,1996,7,32.7,23.0,27.1,75.0,82.1
78355,1996,8,32.9,23.0,27.1,76.0,132.0
78355,1996,9,32.2,22.3,26.3,79.0,215.5
78355,1996,10,30.4,22.0,25.5,81.0,129.8
78355,1996,11,27.9,21.2,23.8,84.0,291.5
78355,1996,12,27.1,18.1,22.0,76.0,21.0
