Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78351,1999,1,30.2,18.7,23.7,77.0,16.2
78351,1999,2,29.1,16.1,22.1,72.0,27.1
78351,1999,3,30.3,16.7,23.2,70.0,3.9
78351,1999,4,31.5,19.8,25.6,74.0,36.2
78351,1999,5,31.7,20.9,26.1,75.0,177.1
78351,1999,6,31.6,21.7,26.5,82.0,251.0
78351,1999,7,32.6,22.0,26.9,81.0,87.8
78351,1999,8,32.6,22.2,27.2,81.0,138.6
78351,1999,9,32.1,22.3,27.0,83.0,151.5
78351,1999,10,30.8,21.9,26.1,85.0,246.5
78351,1999,11,29.1,19.0,23.6,85.0,47.0
78351,1999,12,28.2,15.9,21.7,77.0,0.0
