Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78321,2014,1,27.2,17.9,22.0,77.0,42.3
78321,2014,2,29.3,19.3,23.8,78.0,28.2
78321,2014,3,29.3,19.9,24.0,75.0,58.0
78321,2014,4,30.6,21.3,25.4,74.0,61.0
78321,2014,5,30.5,23.2,26.3,77.0,183.2
78321,2014,6,31.9,23.9,27.2,79.0,72.2
78321,2014,7,33.4,24.1,28.0,77.0,152.7
78321,2014,8,32.6,24.0,27.3,80.0,190.6
78321,2014,9,31.6,23.5,26.5,84.0,278.8
78321,2014,10,30.1,22.8,25.5,82.0,218.1
78321,2014,11,27.5,20.4,23.3,76.0,35.7
78321,2014,12,26.7,18.6,21.9,80.0,125.1
