Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78369,2022,1,28.4,21.4,25.6,73.0,61.1
78369,2022,2,28.2,22.3,26.0,73.0,52.8
78369,2022,3,29.1,23.4,26.7,70.0,66.4
78369,2022,4,29.1,23.0,26.6,73.0,49.5
78369,2022,5,30.3,23.7,27.6,77.0,103.0
78369,2022,6,31.8,25.0,29.0,73.0,13.4
78369,2022,7,31.7,26.1,29.4,71.0,4.8
78369,2022,8,31.9,26.2,29.4,73.0,21.2
78369,2022,9,32.4,24.9,29.3,72.0,31.1
78369,2022,10,31.5,24.5,28.2,73.0,72.6
78369,2022,11,30.2,25.6,27.9,73.0,67.9
78369,2022,12,28.9,23.2,26.2,68.0,26.4
