Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78372,2005,1,27.5,18.2,22.0,72.0,25.6
78372,2005,2,28.2,16.9,21.9,66.0,14.4
78372,2005,3,31.7,21.0,25.1,68.0,34.8
78372,2005,4,30.8,21.2,25.1,72.0,162.5
78372,2005,5,32.1,22.6,26.4,78.0,157.8
78372,2005,6,32.3,24.0,27.3,79.0,176.0
78372,2005,7,33.4,24.6,28.2,75.0,196.1
78372,2005,8,33.9,23.9,27.7,78.0,283.8
78372,2005,9,32.9,23.2,27.0,81.0,268.8
78372,2005,10,30.1,23.1,25.9,85.0,380.9
78372,2005,11,29.2,21.4,24.8,80.0,57.5
78372,2005,12,28.8,19.9,23.8,78.0,12.5
