Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78333,2000,1,,,,,16.9
78333,2000,2,27.5,15.5,21.5,76.0,10.9
78333,2000,3,28.6,17.3,23.2,74.0,1.8
78333,2000,4,29.4,19.0,24.4,77.0,117.0
78333,2000,5,30.4,20.2,25.7,76.0,9.4
78333,2000,6,31.0,21.8,26.2,82.0,62.4
78333,2000,7,31.9,22.3,27.2,80.0,84.5
78333,2000,8,31.9,22.6,26.9,83.0,162.5
78333,2000,9,31.2,23.4,27.1,85.0,93.5
78333,2000,10,30.1,20.4,24.7,80.0,201.0
78333,2000,11,29.3,18.3,23.5,79.0,5.8
78333,2000,12,27.3,18.8,22.7,84.0,94.9
