Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78310,2014,1,26.0,19.1,22.4,89.0,164.6
78310,2014,2,28.3,21.0,24.3,90.0,3.5
78310,2014,3,28.5,20.9,24.6,81.0,108.1
78310,2014,4,29.3,22.3,25.7,78.0,47.8
78310,2014,5,30.3,23.9,26.7,80.0,209.5
78310,2014,6,30.9,24.1,27.2,84.0,202.9
78310,2014,7,31.6,24.6,27.9,80.0,50.8
78310,2014,8,31.9,24.7,28.0,81.0,190.9
78310,2014,9,31.2,24.4,27.4,83.0,98.7
78310,2014,10,29.9,23.5,26.3,82.0,333.8
78310,2014,11,27.1,21.0,24.0,73.0,57.1
78310,2014,12,27.0,20.2,23.4,78.0,3.2
