Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78371,1991,1,26.3,14.0,19.7,77.0,9.1
78371,1991,2,25.1,14.1,19.0,79.0,24.5
78371,1991,3,27.1,14.9,20.2,77.0,44.2
78371,1991,4,27.7,16.2,21.1,80.0,197.8
78371,1991,5,27.1,17.8,21.7,85.0,221.2
78371,1991,6,28.9,18.8,22.9,85.0,383.4
78371,1991,7,29.6,18.6,23.3,82.0,94.3
78371,1991,8,29.8,18.5,23.2,80.0,119.1
78371,1991,9,28.6,18.3,22.5,85.0,178.5
78371,1991,10,27.5,18.5,21.9,87.0,171.5
78371,1991,11,25.4,18.3,21.0,88.0,105.0
78371,1991,12,24.6,15.6,19.4,83.0,107.3
