Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78333,2019,1,,16.8,22.2,77.0,63.6
78333,2019,2,28.8,18.9,23.7,79.0,21.3
78333,2019,3,29.1,18.2,23.8,73.0,63.7
78333,2019,4,30.0,20.4,25.4,75.0,45.6
78333,2019,5,31.7,22.0,26.7,76.0,60.8
78333,2019,6,32.4,23.4,28.1,76.0,48.6
78333,2019,7,32.6,23.2,27.5,78.0,161.8
78333,2019,8,32.6,23.5,27.7,78.0,85.1
78333,2019,9,32.4,23.6,27.6,79.0,135.7
78333,2019,10,30.8,23.5,26.8,83.0,284.8
78333,2019,11,30.1,19.4,24.3,77.0,13.6
78333,2019,12,,,,,
