Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78343,2011,1,26.9,16.2,20.8,82.0,96.2
78343,2011,2,28.2,17.1,21.8,81.0,23.4
78343,2011,3,29.2,16.7,22.0,76.0,16.1
78343,2011,4,32.5,19.6,25.2,71.0,98.4
78343,2011,5,32.3,19.9,25.3,73.0,49.6
78343,2011,6,31.7,22.3,25.9,84.0,389.9
78343,2011,7,32.3,22.5,26.4,84.0,144.5
78343,2011,8,33.0,22.4,26.6,82.0,224.2
78343,2011,9,32.5,22.1,26.0,84.0,151.3
78343,2011,10,29.9,21.7,24.7,89.0,238.8
78343,2011,11,27.7,18.8,22.6,86.0,70.9
78343,2011,12,26.7,18.2,21.7,88.0,14.6
