Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78333,2006,1,26.9,16.6,21.5,80.0,67.3
78333,2006,2,26.7,16.0,21.1,78.0,19.9
78333,2006,3,27.8,16.7,22.3,69.0,0.7
78333,2006,4,29.4,18.6,24.0,73.0,24.8
78333,2006,5,30.3,20.3,25.5,77.0,72.8
78333,2006,6,30.3,22.7,26.7,83.0,203.0
78333,2006,7,31.2,22.4,26.8,83.0,78.1
78333,2006,8,31.5,22.8,27.1,83.0,135.5
78333,2006,9,31.3,22.0,26.8,83.0,89.9
78333,2006,10,31.0,21.3,26.2,82.0,61.3
78333,2006,11,28.6,19.2,23.4,80.0,59.2
78333,2006,12,29.1,20.4,24.3,83.0,54.5
