Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78355,1991,1,29.9,19.3,23.8,77.0,1.6
78355,1991,2,29.1,17.5,22.4,71.0,46.2
78355,1991,3,31.3,19.0,24.2,69.0,2.4
78355,1991,4,32.6,21.1,25.3,72.0,45.8
78355,1991,5,31.6,22.2,25.8,77.0,161.9
78355,1991,6,31.9,22.6,26.1,80.0,176.1
78355,1991,7,32.7,22.9,26.9,78.0,92.1
78355,1991,8,32.8,22.9,26.7,77.0,97.5
78355,1991,9,31.8,22.8,26.2,81.0,191.6
78355,1991,10,30.8,22.2,25.5,81.0,114.0
78355,1991,11,28.4,21.0,23.8,82.0,61.2
78355,1991,12,27.8,19.1,22.7,80.0,31.2
