Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78357,1997,1,28.8,18.5,22.6,76.0,52.5
78357,1997,2,30.9,20.2,24.3,74.0,0.4
78357,1997,3,31.3,20.9,24.8,71.0,92.7
78357,1997,4,32.6,20.9,25.6,65.0,1.9
78357,1997,5,34.5,22.7,27.3,69.0,33.5
78357,1997,6,32.7,23.2,26.8,79.0,187.4
78357,1997,7,33.9,23.6,27.3,77.0,130.7
78357,1997,8,33.4,23.5,27.0,79.0,212.7
78357,1997,9,32.9,23.5,26.9,81.0,85.1
78357,1997,10,30.7,22.2,25.3,82.0,185.4
78357,1997,11,31.9,22.3,25.9,80.0,31.0
78357,1997,12,30.3,20.2,24.4,76.0,18.0
