Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78369,2019,1,29.0,23.0,25.8,73.0,54.6
78369,2019,2,29.2,23.9,26.1,72.0,34.5
78369,2019,3,29.7,23.4,26.2,69.0,3.3
78369,2019,4,30.8,25.2,27.4,71.0,20.4
78369,2019,5,31.0,25.1,27.7,77.0,184.7
78369,2019,6,32.0,26.9,29.0,75.0,1.4
78369,2019,7,32.2,27.2,29.5,73.0,51.8
78369,2019,8,33.0,26.5,29.5,74.0,21.6
78369,2019,9,32.5,25.8,28.7,78.0,193.6
78369,2019,10,31.4,26.0,28.6,76.0,85.7
78369,2019,11,30.0,24.6,27.2,74.0,186.9
78369,2019,12,29.4,24.5,26.7,77.0,78.3
