Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78343,1995,1,27.0,15.3,20.4,76.0,27.7
78343,1995,2,27.6,15.1,20.7,72.0,25.9
78343,1995,3,28.8,17.1,22.2,74.0,82.4
78343,1995,4,31.2,19.9,24.7,72.0,55.4
78343,1995,5,32.2,21.1,25.8,76.0,178.3
78343,1995,6,31.0,22.6,26.0,83.0,255.0
78343,1995,7,31.8,22.7,26.2,82.0,263.0
78343,1995,8,31.7,22.9,26.2,83.0,123.9
78343,1995,9,32.2,22.7,26.2,81.0,99.6
78343,1995,10,30.8,22.5,25.5,83.0,133.0
78343,1995,11,28.1,19.1,22.8,82.0,35.8
78343,1995,12,26.1,17.3,20.9,83.0,40.5
