Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78372,2020,1,28.7,19.3,23.5,78.0,47.4
78372,2020,2,30.6,20.7,25.1,71.0,2.5
78372,2020,3,30.7,19.5,24.7,69.0,11.6
78372,2020,4,35.2,21.6,27.8,66.0,1.0
78372,2020,5,33.2,23.6,27.2,78.0,267.9
78372,2020,6,33.1,24.4,27.9,78.0,187.6
78372,2020,7,33.9,24.6,28.4,75.0,87.8
78372,2020,8,34.2,24.7,28.5,75.0,114.4
78372,2020,9,34.0,24.0,27.6,78.0,111.6
78372,2020,10,32.7,23.9,27.4,79.0,85.7
78372,2020,11,29.4,22.6,25.1,84.0,106.1
78372,2020,12,28.6,20.6,23.8,81.0,42.5
