Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78360,1994,1,29.0,21.4,24.9,80.0,0.2
78360,1994,2,29.7,21.4,25.7,81.0,4.3
78360,1994,3,29.5,22.1,25.7,83.0,53.2
78360,1994,4,30.4,22.8,26.8,83.0,42.4
78360,1994,5,30.9,24.0,27.4,85.0,24.8
78360,1994,6,31.8,24.8,28.7,78.0,4.0
78360,1994,7,31.8,23.6,28.0,82.0,17.5
78360,1994,8,32.0,23.7,28.3,82.0,60.8
78360,1994,9,31.9,23.9,28.2,80.0,73.8
78360,1994,10,31.6,23.2,27.5,81.0,87.6
78360,1994,11,30.0,22.5,26.2,83.0,0.0
78360,1994,12,29.0,20.7,25.0,82.0,36.3
