Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78377,1990,1,28.7,18.1,24.1,73.0,26.8
78377,1990,2,,,24.1,71.0,78.2
78377,1990,3,29.2,18.0,24.2,71.0,64.8
78377,1990,4,29.6,18.3,25.0,71.0,100.0
78377,1990,5,30.2,21.4,26.6,72.0,228.3
78377,1990,6,31.3,22.4,26.6,77.0,212.7
78377,1990,7,31.7,22.7,26.9,76.0,241.1
78377,1990,8,32.1,22.3,26.8,77.0,313.2
78377,1990,9,31.9,22.5,26.2,82.0,227.9
78377,1990,10,31.6,21.3,25.6,83.0,314.5
78377,1990,11,29.4,19.1,24.3,79.0,52.9
78377,1990,12,28.5,18.0,23.1,78.0,43.4
