Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78371,2018,1,23.5,16.1,19.6,88.0,146.8
78371,2018,2,24.6,15.4,19.7,79.0,6.6
78371,2018,3,24.8,13.7,19.1,78.0,43.5
78371,2018,4,27.1,15.7,21.1,83.0,163.0
78371,2018,5,26.3,18.1,21.5,87.0,406.6
78371,2018,6,28.5,18.0,22.8,82.0,168.5
78371,2018,7,29.4,18.0,23.3,81.0,115.5
78371,2018,8,29.2,17.9,22.8,83.0,118.7
78371,2018,9,28.3,17.8,22.6,83.0,48.6
78371,2018,10,27.4,18.4,22.2,85.0,178.2
78371,2018,11,26.8,16.8,21.7,82.0,10.7
78371,2018,12,25.9,15.6,20.6,82.0,51.7
