Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78344,2012,1,28.6,17.0,22.1,74.0,0.0
78344,2012,2,29.3,18.6,23.5,79.0,42.3
78344,2012,3,30.4,19.1,24.1,73.0,77.4
78344,2012,4,30.6,19.8,25.0,70.0,78.3
78344,2012,5,30.6,22.2,26.0,78.0,210.1
78344,2012,6,31.7,23.4,27.1,80.0,217.8
78344,2012,7,32.7,22.8,27.1,79.0,168.6
78344,2012,8,32.1,23.7,27.3,81.0,238.8
78344,2012,9,32.0,23.0,26.7,82.0,276.8
78344,2012,10,30.3,22.0,25.3,83.0,311.1
78344,2012,11,27.6,17.5,22.1,77.0,5.1
78344,2012,12,28.5,18.5,23.1,80.0,13.2
