Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78318,2002,1,26.8,18.5,22.7,73.0,5.4
78318,2002,2,26.4,19.0,22.8,76.0,147.3
78318,2002,3,29.0,20.3,24.5,74.0,29.2
78318,2002,4,29.7,22.0,25.6,74.0,66.6
78318,2002,5,30.9,23.8,27.0,76.0,90.6
78318,2002,6,31.6,24.6,27.6,78.0,111.4
78318,2002,7,32.4,24.4,27.8,79.0,172.2
78318,2002,8,32.3,24.5,27.7,78.0,122.2
78318,2002,9,31.1,24.6,27.3,80.0,373.5
78318,2002,10,30.8,23.8,26.9,80.0,189.4
78318,2002,11,28.0,20.8,24.3,78.0,167.9
78318,2002,12,26.5,19.5,22.9,77.0,86.5
