Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78318,2017,1,28.1,18.8,23.3,72.0,47.1
78318,2017,2,29.5,18.9,23.9,76.0,36.2
78318,2017,3,28.3,18.7,23.5,69.0,11.2
78318,2017,4,30.2,21.2,25.4,73.0,126.9
78318,2017,5,32.5,22.6,27.2,74.0,27.5
78318,2017,6,32.9,24.4,28.0,79.0,282.7
78318,2017,7,34.2,24.2,28.3,79.0,164.0
78318,2017,8,34.1,24.8,28.7,79.0,85.6
78318,2017,9,32.7,24.1,27.6,83.0,139.5
78318,2017,10,31.3,23.2,26.7,79.0,105.6
78318,2017,11,29.3,20.3,24.6,79.0,104.6
78318,2017,12,28.6,18.9,23.3,77.0,30.8
