Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78351,2011,1,26.8,15.8,21.5,83.0,9.3
78351,2011,2,29.4,15.9,22.5,77.0,1.4
78351,2011,3,30.0,16.1,22.7,72.0,4.1
78351,2011,4,33.5,20.5,26.2,71.0,19.0
78351,2011,5,33.3,20.1,26.1,71.0,197.5
78351,2011,6,32.3,22.7,27.1,82.0,176.7
78351,2011,7,33.2,22.7,27.0,82.0,119.1
78351,2011,8,32.2,23.0,27.6,81.0,269.0
78351,2011,9,32.0,22.4,26.9,82.0,169.2
78351,2011,10,31.2,22.5,26.4,82.0,74.2
78351,2011,11,29.9,18.8,24.2,80.0,27.9
78351,2011,12,29.7,18.0,23.4,78.0,35.4
