Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78315,2021,1,26.7,16.0,21.3,83.0,26.0
78315,2021,2,28.3,17.9,23.1,83.0,114.1
78315,2021,3,29.5,17.1,23.4,80.0,9.6
78315,2021,4,31.1,19.2,25.3,73.0,34.2
78315,2021,5,32.3,20.6,26.6,75.0,78.0
78315,2021,6,31.2,22.7,26.5,83.0,161.6
78315,2021,7,32.3,23.7,27.5,81.0,149.8
78315,2021,8,31.9,23.8,27.0,83.0,355.2
78315,2021,9,31.6,23.2,26.4,85.0,158.8
78315,2021,10,30.7,22.6,26.0,85.0,114.2
78315,2021,11,28.1,19.1,23.2,83.0,60.7
78315,2021,12,28.3,18.3,22.6,82.0,15.8
