Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78343,2019,1,27.6,15.9,21.2,81.0,48.0
78343,2019,2,29.7,17.4,23.2,80.0,23.9
78343,2019,3,29.8,17.2,23.1,77.0,39.9
78343,2019,4,31.2,19.3,24.6,78.0,193.3
78343,2019,5,32.0,21.2,25.6,83.0,175.2
78343,2019,6,33.1,23.1,26.9,81.0,109.2
78343,2019,7,33.7,22.9,27.0,79.0,87.9
78343,2019,8,33.2,22.7,26.5,83.0,165.5
78343,2019,9,32.1,22.8,26.4,84.0,131.8
78343,2019,10,31.0,22.8,25.9,86.0,104.0
78343,2019,11,29.3,18.8,23.2,83.0,5.3
78343,2019,12,28.8,18.4,22.7,81.0,50.4
