Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78364,2015,1,31.6,21.2,25.9,64.0,14.8
78364,2015,2,30.5,20.8,25.0,66.0,69.6
78364,2015,3,31.7,22.6,26.7,62.0,17.6
78364,2015,4,31.7,23.4,27.4,68.0,48.0
78364,2015,5,32.6,23.8,27.5,67.0,80.0
78364,2015,6,33.0,24.9,28.6,68.0,27.9
78364,2015,7,33.7,25.0,29.3,65.0,27.2
78364,2015,8,34.0,25.3,29.3,67.0,98.3
78364,2015,9,34.0,25.4,29.2,70.0,66.0
78364,2015,10,32.9,24.1,27.9,75.0,268.8
78364,2015,11,32.1,23.8,27.2,71.0,40.5
78364,2015,12,31.8,22.8,27.0,69.0,38.0
