Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78310,2001,1,25.0,17.5,21.3,70.0,3.5
78310,2001,2,28.5,20.5,24.1,79.0,149.7
78310,2001,3,27.5,21.6,24.5,70.0,13.4
78310,2001,4,29.8,21.5,25.5,74.0,17.2
78310,2001,5,29.4,22.3,25.7,77.0,139.4
78310,2001,6,30.9,24.1,27.4,80.0,166.5
78310,2001,7,31.2,24.3,27.5,80.0,111.2
78310,2001,8,31.6,24.6,27.9,81.0,112.7
78310,2001,9,30.4,24.1,27.0,86.0,382.7
78310,2001,10,29.5,24.4,26.7,82.0,136.6
78310,2001,11,27.6,20.6,23.9,78.0,11.0
78310,2001,12,27.7,20.9,23.9,81.0,46.4
