Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78377,2018,1,28.7,19.9,23.6,84.0,144.8
78377,2018,2,31.6,18.5,24.5,73.0,0.0
78377,2018,3,32.4,17.2,24.4,70.0,8.3
78377,2018,4,34.0,20.8,26.2,76.0,338.5
78377,2018,5,32.7,22.0,26.1,82.0,316.6
78377,2018,6,34.3,22.3,27.2,79.0,79.0
78377,2018,7,35.4,21.8,27.3,77.0,193.5
78377,2018,8,34.6,21.5,26.8,79.0,209.6
78377,2018,9,34.8,21.9,27.1,78.0,146.8
78377,2018,10,33.1,21.6,26.1,82.0,142.8
78377,2018,11,33.1,19.5,25.4,78.0,4.3
78377,2018,12,32.2,18.4,24.4,78.0,10.9
