Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78357,1994,1,29.3,19.8,23.6,77.0,30.1
78357,1994,2,31.2,20.2,24.5,75.0,34.4
78357,1994,3,31.2,19.6,24.6,70.0,19.0
78357,1994,4,31.9,20.6,25.1,74.0,293.7
78357,1994,5,31.4,21.7,25.4,83.0,411.8
78357,1994,6,33.6,22.9,27.2,77.0,112.2
78357,1994,7,33.3,22.7,27.0,75.0,119.4
78357,1994,8,33.5,22.5,26.8,78.0,135.8
78357,1994,9,34.0,22.8,27.0,76.0,33.9
78357,1994,10,31.9,22.0,25.8,81.0,162.8
78357,1994,11,30.1,21.7,25.2,83.0,40.4
78357,1994,12,29.5,19.6,23.7,76.0,1.1
