Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78325,2018,1,24.3,19.0,21.4,74.0,86.5
78325,2018,2,28.5,20.5,23.9,78.0,7.9
78325,2018,3,27.3,19.0,22.9,67.0,22.0
78325,2018,4,29.8,21.7,25.2,74.0,68.7
78325,2018,5,28.7,22.7,25.1,83.0,330.6
78325,2018,6,30.7,23.6,26.8,80.0,140.4
78325,2018,7,31.4,24.6,27.9,79.0,104.2
78325,2018,8,32.1,24.2,27.4,78.0,115.8
78325,2018,9,31.4,24.5,27.2,80.0,63.9
78325,2018,10,30.3,23.7,26.5,79.0,73.1
78325,2018,11,29.6,22.3,25.2,78.0,90.4
78325,2018,12,28.1,20.4,23.6,74.0,118.0
