Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78320,2011,1,26.5,14.7,20.4,78.0,76.6
78320,2011,2,28.2,16.4,21.9,74.0,0.0
78320,2011,3,29.2,16.7,22.7,68.0,52.9
78320,2011,4,32.4,20.5,26.0,69.0,10.2
78320,2011,5,32.5,20.8,26.1,71.0,132.1
78320,2011,6,32.6,22.9,27.2,76.0,140.9
78320,2011,7,33.0,23.0,27.3,78.0,243.8
78320,2011,8,33.3,23.2,27.4,80.0,151.4
78320,2011,9,32.7,22.6,27.0,80.0,108.2
78320,2011,10,30.1,21.2,25.0,82.0,254.2
78320,2011,11,29.1,17.9,23.2,77.0,15.4
78320,2011,12,28.6,17.4,22.4,76.0,10.4
