Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78343,2009,1,26.4,15.9,20.7,80.0,7.6
78343,2009,2,26.4,14.9,20.0,75.0,12.6
78343,2009,3,28.3,16.2,21.5,73.0,25.3
78343,2009,4,31.0,18.8,24.3,72.0,98.4
78343,2009,5,31.9,20.6,24.9,79.0,155.7
78343,2009,6,32.0,21.8,25.8,80.0,92.4
78343,2009,7,33.8,23.2,27.5,79.0,90.5
78343,2009,8,33.3,22.9,26.9,80.0,243.4
78343,2009,9,32.7,22.6,26.4,83.0,203.6
78343,2009,10,31.3,21.9,25.7,84.0,72.1
78343,2009,11,28.9,19.1,23.3,82.0,48.6
78343,2009,12,29.3,19.0,23.2,81.0,13.8
