Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78368,2000,1,29.5,17.4,22.8,69.0,29.0
78368,2000,2,30.2,17.4,23.0,70.0,26.6
78368,2000,3,31.2,17.1,23.5,63.0,24.8
78368,2000,4,33.0,20.3,25.8,67.0,28.7
78368,2000,5,32.9,20.9,26.2,69.0,76.1
78368,2000,6,34.1,22.4,27.5,68.0,57.3
78368,2000,7,35.2,22.6,28.2,65.0,34.0
78368,2000,8,34.6,22.8,27.8,69.0,135.6
78368,2000,9,33.2,22.9,27.0,77.0,122.0
78368,2000,10,32.3,21.4,25.8,79.0,177.3
78368,2000,11,32.0,18.1,25.0,74.0,5.3
78368,2000,12,30.0,19.6,24.4,77.0,96.1
