Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78360,1997,1,28.3,20.0,24.2,82.0,32.6
78360,1997,2,29.2,20.9,25.1,80.0,7.9
78360,1997,3,29.8,22.1,26.0,73.0,18.8
78360,1997,4,30.0,23.3,26.6,74.0,35.3
78360,1997,5,30.8,24.4,27.7,76.0,68.7
78360,1997,6,30.7,24.9,28.2,79.0,128.7
78360,1997,7,32.4,25.4,29.1,72.0,17.9
78360,1997,8,31.9,24.4,28.6,74.0,179.9
78360,1997,9,31.9,24.8,28.5,76.0,104.0
78360,1997,10,31.0,23.1,27.1,76.0,22.9
78360,1997,11,30.7,23.3,27.1,78.0,67.4
78360,1997,12,29.2,22.1,26.0,75.0,87.5
