Estación,Año,Mes,Media de temperatura máxima,Media de temperatura mínima,Media de temperatura,Media de humedad relativa,Precipitación mensual
78364,2004,1,,20.4,24.2,69.0,5.9
78364,2004,2,31.3,21.3,25.5,65.0,5.4
78364,2004,3,31.6,21.4,25.6,63.0,77.6
78364,2004,4,32.2,22.0,26.3,62.0,33.5
78364,2004,5,32.5,23.2,26.9,70.0,61.1
78364,2004,6,34.0,24.6,28.7,69.0,20.8
78364,2004,7,33.9,24.3,28.3,75.0,92.6
78364,2004,8,34.2,24.3,28.4,76.0,88.2
78364,2004,9,32.8,23.7,27.6,78.0,181.2
78364,2004,10,33.0,22.9,27.1,75.0,159.3
78364,2004,11,31.6,21.2,25.8,67.0,6.0
78364,2004,12,30.1,21.1,25.0,69.0,16.4
